Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA02,OUT010,301.1996718845386
FDG10,OUT017,814.5517206676466
FDW39,OUT010,437.8270118566341
FDP04,OUT019,175.21400101216366
NCM55,OUT013,3118.902156356065
FDG47,OUT045,4444.200074113065
NCU41,OUT017,3101.695939166927
NCK31,OUT017,758.4224352609165
FDZ46,OUT045,1600.1683875527176
FDU13,OUT027,3341.0579372489183
NCF19,OUT045,734.1806227821054
NCJ43,OUT013,2929.1575600026054
NCJ05,OUT045,2547.722103609602
FDS04,OUT027,3299.4409757239914
FDX28,OUT010,221.6898086532526
FDB41,OUT027,997.8599630954093
FDG53,OUT046,2150.934597867397
FDL15,OUT010,296.4540139251993
FDQ08,OUT049,956.6658515672907
DRN36,OUT013,1554.0486415523894
FDI46,OUT013,4357.456858038849
FDG16,OUT027,5511.339230949191
FDV32,OUT013,1086.7728500518178
FDF44,OUT010,224.95052555414298
FDK04,OUT018,737.0980105639028
NCA41,OUT013,3054.7981101394985
FDD51,OUT017,642.2730294519203
NCZ53,OUT045,2986.56250643012
FDP01,OUT027,4285.679426735234
FDY25,OUT049,3297.495445927278
FDB17,OUT018,2816.489557063021
NCV54,OUT018,1756.8067546604402
FDJ32,OUT017,1100.653530802464
FDA37,OUT049,1969.4158548404228
FDG35,OUT035,3257.040473739919
NCM05,OUT018,4101.382562167351
FDG45,OUT046,3561.5010396127236
FDH28,OUT013,631.712776411207
NCE18,OUT049,4397.362627622404
FDH38,OUT045,1891.299794276268
FDR56,OUT013,3030.034219488846
FDH17,OUT027,2360.808477445411
FDD39,OUT049,3629.0251794000956
FDB41,OUT049,779.8355190610497
NCR53,OUT046,3466.9915682980536
FDX46,OUT017,782.5017165940244
FDV28,OUT049,569.7943574885402
FDA08,OUT018,2300.9457123667485
FDH45,OUT017,641.0029711814396
NCS38,OUT010,261.50762351923936
FDD40,OUT010,563.3025093422416
DRM59,OUT035,2474.263818629922
NCJ43,OUT018,2739.672134073801
NCN29,OUT013,715.4763759049241
NCC19,OUT045,3129.250018383278
FDR56,OUT035,3188.481799420288
FDZ43,OUT049,4012.3457030466784
FDJ32,OUT010,136.22650893909673
DRH03,OUT017,1410.077603433221
NCZ54,OUT035,2833.9752397485445
FDE26,OUT017,2514.080269198694
FDS03,OUT045,1189.3208775994917
DRZ24,OUT019,300.551769956645
FDO48,OUT027,5323.67073454059
FDW39,OUT049,2788.6427075085485
NCK05,OUT049,966.4574005327185
NCK30,OUT017,4144.213016798913
FDT27,OUT018,3048.162116786111
FDS08,OUT019,467.3982997472648
NCJ19,OUT049,932.6813986379929
FDC58,OUT045,631.2849459108965
DRE37,OUT013,3137.940267672604
FDW02,OUT035,2119.6929754191865
FDJ02,OUT010,320.233520432645
FDX09,OUT045,2811.067320414433
FDT31,OUT010,492.5045111269491
FDI24,OUT049,2937.796353841359
FDY09,OUT045,2800.067413356998
FDV28,OUT045,543.7555822249379
DRM47,OUT049,3334.5905003609905
FDT52,OUT019,573.0646877843142
FDI48,OUT018,717.8440029821967
FDY55,OUT017,4377.5997348155515
FDU48,OUT013,2083.657217964755
FDN25,OUT045,779.4340131152244
FDP20,OUT049,2012.8777147494718
FDJ15,OUT013,3297.5081061442756
FDD04,OUT018,1799.203145909614
FDY58,OUT045,3928.3288691870393
FDR37,OUT018,2933.6513269366624
FDF44,OUT013,2039.6521389873035
FDD32,OUT045,1280.0594405552122
FDR57,OUT017,2353.2285612803776
DRG39,OUT027,1714.0142470301394
FDX15,OUT017,2667.6513414695637
DRN37,OUT045,2407.129196162852
FDW40,OUT027,3058.5704039050706
FDB32,OUT049,1441.7130197947483
FDM40,OUT018,2177.108938242186
FDE39,OUT027,3237.2271984611457
DRH49,OUT017,1325.226977285458
FDT46,OUT049,753.8705838820295
NCF06,OUT035,4046.062947724098
FDP07,OUT017,3064.2669594583795
FDC04,OUT013,3986.7994543552354
FDZ32,OUT017,1793.9930184126033
FDD50,OUT045,2789.2061900685508
FDU56,OUT017,3291.930451616777
FDV34,OUT017,1108.8884818538402
NCY41,OUT013,635.7415123121232
NCK18,OUT046,2743.8298913735066
DRH25,OUT049,926.1447975617061
FDT57,OUT046,4088.391171336059
FDV56,OUT018,1320.3304193038007
FDV12,OUT045,1554.334038665376
FDN52,OUT017,1335.5858423832128
FDX38,OUT035,717.3496986739888
FDE47,OUT018,1808.099983285466
NCO07,OUT013,3179.812504646874
FDV09,OUT027,3759.40127663599
FDZ23,OUT019,514.3604633532353
DRH51,OUT018,1240.2134824987925
NCY54,OUT045,2898.4103188430704
DRG49,OUT013,4172.140996001504
NCC19,OUT049,3359.2278538767328
NCV53,OUT045,4339.610278221783
FDZ47,OUT019,236.80972205312216
NCO26,OUT018,1738.9127734819074
NCP02,OUT045,971.5393522295797
NCW30,OUT018,3717.3933896479234
NCN55,OUT046,3967.7598753499346
FDB20,OUT010,177.93777298261793
DRL11,OUT013,2357.1369737379277
DRD60,OUT045,3087.960809769164
FDW14,OUT010,211.45232377251867
FDL27,OUT010,176.0654920130887
FDU09,OUT018,699.4726044308031
DRH36,OUT027,2226.457245505239
FDP34,OUT027,4214.08173643106
FDE04,OUT017,2919.094961666917
FDZ57,OUT027,4028.7339300342137
FDF02,OUT010,226.32479770260198
FDG28,OUT045,3958.873373488042
NCI31,OUT046,594.3397287113881
FDT43,OUT013,752.8123214934926
FDU20,OUT046,2341.277251951426
FDD53,OUT013,631.68693782142
FDW15,OUT045,2634.2360025892804
NCT53,OUT045,2519.7946065323044
NCG55,OUT027,2757.9708869276637
FDD48,OUT035,2023.82352138573
FDG47,OUT049,4314.435907564807
FDI21,OUT017,1179.2051982698342
FDT27,OUT017,3881.4204796750946
DRO35,OUT013,1993.1398958730722
FDD33,OUT017,3753.9981450272794
FDC04,OUT035,4031.5266550982255
FDY34,OUT013,2555.101778283647
DRJ49,OUT049,2132.039004565845
FDE05,OUT049,2719.827969095635
FDU31,OUT017,3943.910268876027
NCN19,OUT027,5048.8970802171
FDK56,OUT027,5752.941417997672
FDK58,OUT017,1842.8024901554722
NCJ42,OUT035,1723.0341825545895
FDZ34,OUT027,5576.543616952811
FDA52,OUT018,2619.9850355345366
NCR29,OUT013,711.3287145918089
FDT48,OUT035,3277.342302499123
DRJ51,OUT019,643.1169168303599
NCS54,OUT046,3167.986682257574
FDV01,OUT035,2678.2446284985153
DRG51,OUT027,4320.247488046077
NCG42,OUT013,2155.7270159064565
FDA51,OUT049,1909.4594332288464
FDV19,OUT010,324.93171534335517
NCT18,OUT045,3038.879592667881
NCS41,OUT045,3010.756700641674
FDO03,OUT046,3870.4612550611596
FDL12,OUT010,192.8962372663777
FDY37,OUT010,292.78800197028255
FDI58,OUT049,1464.7186980283104
FDT28,OUT018,2210.189140849062
NCC42,OUT010,316.4684743636414
FDO01,OUT017,2244.472493055724
FDJ02,OUT013,2483.8863236278103
FDQ04,OUT018,417.5957942342974
DRL47,OUT013,2029.7135612193404
FDZ32,OUT035,1754.7863569386684
FDC35,OUT035,3688.2506707953257
FDX14,OUT045,1241.7884853576318
FDZ35,OUT013,1682.812266334429
FDL14,OUT013,2249.9623148786554
FDO04,OUT049,918.7264214399809
DRK11,OUT017,2357.4120452403254
FDB44,OUT018,3400.1491747358746
FDZ50,OUT049,3384.579480884886
FDI12,OUT027,2887.233461207602
FDU43,OUT017,4077.8509201913516
FDD58,OUT010,200.2313022694053
FDB27,OUT017,3229.5032518017997
FDB04,OUT018,1264.9672839142388
NCO17,OUT013,1887.1468912964024
FDL12,OUT017,875.845710100629
DRJ13,OUT049,2632.0715923164444
FDD57,OUT045,1498.1397239013284
FDW19,OUT035,1806.2777781602065
DRD27,OUT018,1446.408431996748
FDH27,OUT027,4052.7240380110056
NCW30,OUT027,7106.134875843293
FDR40,OUT018,1048.9831724278247
FDG05,OUT013,2341.235417886911
NCY41,OUT019,107.34678293495034
FDI38,OUT018,3149.089576112376
FDR20,OUT046,637.0482646689677
FDE09,OUT017,1703.6631575183012
FDN50,OUT019,246.04589810240319
DRF27,OUT045,2519.256446392245
DRF51,OUT013,687.1844852557134
NCO02,OUT019,176.64552428100023
FDB51,OUT027,1778.165197649721
FDJ50,OUT013,760.1750821870087
FDN52,OUT013,1321.560398177737
FDX14,OUT013,1291.3015194801485
FDT27,OUT019,551.3619748656397
FDV10,OUT013,673.9199448591997
FDU33,OUT046,746.3820972969727
FDU58,OUT046,3374.443855069373
NCP42,OUT027,5802.6112325541035
FDL51,OUT027,6321.090504773783
DRH15,OUT027,998.060614257202
FDU16,OUT017,1320.8032555956033
FDW15,OUT017,2601.459977343099
FDQ44,OUT045,1972.5677502639915
NCI06,OUT027,5186.0189676592
DRK23,OUT019,581.001190637658
FDC28,OUT035,1688.0368885377056
NCY17,OUT019,99.6014920321209
NCV05,OUT018,2287.043514253818
FDM34,OUT019,295.35197727430983
DRD60,OUT027,5499.662856469317
FDT38,OUT046,1349.5909115348945
FDQ57,OUT018,2287.8060008603575
FDE59,OUT027,948.9600223357756
NCM43,OUT046,2774.8856729082504
DRI51,OUT049,2903.267626244596
NCG30,OUT017,1996.6417371711398
NCK54,OUT035,2011.2538501971046
FDQ16,OUT019,233.0881711102331
FDI36,OUT013,3021.079898218557
FDX16,OUT027,3683.979254285546
FDA34,OUT046,2974.674670370187
FDJ48,OUT018,3083.5345784039064
FDU47,OUT035,2069.1310125148143
FDS39,OUT046,2132.4220723256394
FDD11,OUT046,3788.770927066138
FDM16,OUT027,2071.2245419498827
FDU56,OUT018,3054.019370000845
FDQ32,OUT017,2040.0208809884944
DRK35,OUT013,725.5307683545838
FDA58,OUT049,3600.366511679363
DRG48,OUT019,409.5176000623519
FDT59,OUT010,617.3924017832869
FDQ31,OUT019,249.90952387391636
FDS51,OUT018,845.2461213971662
FDW32,OUT027,2443.65071557418
FDI15,OUT027,5325.458410251658
NCV30,OUT017,1008.4129093691749
DRG25,OUT049,3351.5984079178343
FDT02,OUT013,542.8694071760923
FDO33,OUT027,3047.5042895313327
FDP38,OUT035,735.729801182477
FDZ45,OUT035,3016.8071713655822
NCA54,OUT027,5304.007914280032
FDU33,OUT017,854.3940210183224
FDN58,OUT017,3969.6477450355283
FDI05,OUT045,1262.062200832652
FDM57,OUT019,232.41813673294413
NCS42,OUT027,2462.101868503993
FDB57,OUT045,3743.139933319489
FDC03,OUT045,3054.262314807223
FDZ58,OUT013,2044.3427181251807
NCK29,OUT045,2065.099232305662
NCR53,OUT045,3756.0459193898455
FDE26,OUT027,3958.302991747984
FDU52,OUT049,2280.8187940588487
FDE41,OUT027,2531.483374189567
FDU38,OUT018,2977.137116693608
FDA52,OUT017,2644.0968756471607
FDW46,OUT046,1144.9865858512328
DRI59,OUT035,4023.449571711649
FDT38,OUT035,1327.0983019441921
FDL33,OUT018,3134.8106400693487
FDQ01,OUT027,6488.462629504817
FDJ08,OUT046,3208.6162049172212
FDQ47,OUT049,621.4041917024606
NCZ18,OUT013,4290.163216718451
FDE29,OUT017,1004.6635473705078
FDF10,OUT027,3875.2016969190213
FDC48,OUT049,1322.103388048797
FDY58,OUT013,3959.021663047364
NCX30,OUT010,659.6961591695809
FDV11,OUT013,2826.7647856122217
FDT46,OUT046,737.7522356141117
DRD01,OUT019,153.31069984920626
FDQ11,OUT013,4451.143783834012
NCM41,OUT017,1469.8569976535305
NCC55,OUT013,619.5001534519265
FDG45,OUT027,5415.6494234344955
NCQ54,OUT049,2990.002359241249
FDM34,OUT045,1939.6457205875386
FDD17,OUT019,419.7380478467543
FDN38,OUT027,6581.307838858616
FDB53,OUT018,2300.8883679875457
NCL06,OUT035,4299.998176100091
NCV18,OUT019,191.36337241483514
FDX25,OUT013,3246.963130251973
FDB39,OUT046,856.3641932315103
FDC33,OUT049,3130.3919819181133
NCO14,OUT018,506.7905617581301
FDA58,OUT027,6082.365442414716
NCQ02,OUT017,3116.63104296939
NCR53,OUT017,3722.6843631657653
FDN52,OUT046,1336.6185924450022
FDG26,OUT046,3956.5981974048373
FDE23,OUT027,1519.4576919660356
DRI37,OUT013,807.3366621960472
DRH37,OUT018,2393.7413677132804
FDO01,OUT035,2212.580721938302
FDK45,OUT049,2032.2203620119174
FDP23,OUT049,3721.278058838579
FDM33,OUT035,3713.1342008016504
FDD36,OUT017,2116.805646547812
FDL56,OUT017,1280.511237012657
FDT27,OUT010,540.4880576498853
FDG52,OUT017,650.9603145846937
NCL42,OUT035,4209.085181475399
DRJ24,OUT046,3152.5661084053672
FDV38,OUT046,853.1348215527704
FDT35,OUT045,2902.5878575017437
FDY51,OUT045,3616.127758277156
FDC37,OUT017,1685.7012838099413
NCP43,OUT013,3012.16502954367
FDO33,OUT045,1703.4098275761219
FDW04,OUT018,1765.271357034081
NCC31,OUT046,2374.538738077354
FDK22,OUT049,3661.7997580463675
FDJ50,OUT017,843.5239040505107
FDV13,OUT017,1356.8832106615002
DRL60,OUT017,2363.7075237435424
FDW03,OUT017,1845.3872582706838
FDY27,OUT035,2883.887796600828
FDB39,OUT027,1504.108853050514
FDU59,OUT045,2360.4725080929934
FDZ57,OUT049,2079.2814529724265
FDO21,OUT049,3334.844329980285
FDS43,OUT018,2958.6281743569944
FDU28,OUT010,530.9063281464871
FDC51,OUT010,200.20566098161834
FDW16,OUT010,199.77469781505542
FDP32,OUT010,215.01920560429477
FDB60,OUT019,418.66120015557914
NCQ30,OUT046,1990.2529258961858
FDD26,OUT049,3496.2724711258707
FDI44,OUT045,1286.0763590948352
DRH23,OUT046,945.4206071808823
FDO44,OUT046,1759.9523026375784
FDG04,OUT046,3030.7650157593357
FDM32,OUT027,2805.3427821555833
FDM09,OUT013,2668.340277799446
FDZ47,OUT013,1573.7623456204255
FDM40,OUT027,3415.364707692177
FDY48,OUT017,1714.677193511969
NCM30,OUT045,666.8195627184854
FDX36,OUT010,532.8678372935215
DRF03,OUT017,636.6823894440352
FDN51,OUT049,4300.350964145163
FDM57,OUT049,1251.2257112069792
FDB35,OUT049,1456.122062640374
FDY13,OUT027,2308.775772202546
FDA37,OUT017,1950.817674818969
NCX53,OUT017,2313.2937410233208
FDD59,OUT018,1134.4167419898001
FDX10,OUT019,97.73308513009655
FDC03,OUT018,2945.516774211678
FDW43,OUT035,4105.617760107471
FDW10,OUT046,2509.0879811049954
FDY14,OUT027,5648.06002559387
FDV43,OUT045,701.2023528147029
FDO40,OUT013,2463.0706035365265
FDP46,OUT027,2494.063727558562
NCE43,OUT019,353.7711651241966
FDD05,OUT035,2210.048103693636
FDJ60,OUT010,409.08836126322893
DRE27,OUT018,1393.9956006945656
FDO11,OUT035,4341.206443888029
DRG11,OUT027,2537.1751195332126
FDK33,OUT010,497.7389776904952
DRM23,OUT045,2729.939851424854
FDJ02,OUT027,3959.786128704719
NCZ05,OUT045,1559.250372215475
NCL30,OUT013,2018.9272263590356
FDZ19,OUT018,2617.2558631852567
FDM45,OUT049,2009.6157395110642
FDO36,OUT046,2692.8341828979237
NCK31,OUT045,748.3086164466125
DRJ37,OUT045,2360.4774632588083
FDP24,OUT018,1828.412129623515
FDF46,OUT013,1830.3598866668801
FDX46,OUT019,136.7571357227635
NCL18,OUT045,2974.1312976677964
FDJ26,OUT013,3326.0369175691308
FDJ07,OUT045,1994.9013039345066
FDY15,OUT013,2486.350807517479
DRG01,OUT045,1178.7182751366288
FDF58,OUT045,1083.9203553166215
FDZ14,OUT019,245.50486578970015
FDP31,OUT049,934.0394605635857
FDH45,OUT013,633.3501501408643
FDA09,OUT010,424.48206635995086
FDW31,OUT035,2993.5001607304653
FDA57,OUT046,632.7885900066314
NCE55,OUT035,2767.4838375527634
FDC17,OUT019,544.4124789084178
FDC59,OUT013,897.9083651221175
FDA22,OUT013,2645.30258669606
FDK52,OUT035,3794.7343108883097
NCM26,OUT046,2474.473669890725
NCT53,OUT035,2512.852504032011
FDW45,OUT018,2322.316589480977
NCI18,OUT035,3439.2181396566953
FDE38,OUT018,2412.625736325841
FDF08,OUT019,247.94031373048526
FDY58,OUT010,589.6003152195034
FDF58,OUT019,160.6455991682059
FDX39,OUT017,4131.9774429689205
FDB44,OUT049,3653.0818551557413
FDF28,OUT013,2074.7803104646596
FDE39,OUT013,1857.929231058353
FDT37,OUT018,3295.860078594491
FDZ45,OUT017,3269.307923251181
FDO40,OUT035,2693.085022389441
FDM57,OUT027,2181.836737443026
DRG36,OUT017,2888.8569158386235
FDY36,OUT010,157.24956462151803
DRL60,OUT027,3211.548369480773
FDS25,OUT019,250.3405971154532
DRF49,OUT027,3085.5356514883533
FDP16,OUT045,4076.977780468011
FDS60,OUT049,2627.8660719773893
FDU15,OUT027,937.2848943583406
FDK43,OUT046,2219.536283692828
FDN25,OUT046,785.1356248621673
FDE53,OUT049,1617.3909512711773
FDB22,OUT013,2308.601480944388
FDE39,OUT017,2059.540728316499
FDX35,OUT035,4011.299747389747
NCG54,OUT049,2836.0429383878823
FDH27,OUT035,2552.016109764038
NCK42,OUT013,3034.2175067758712
FDS25,OUT049,1714.3698416942823
FDI10,OUT018,2685.6221284778
FDU35,OUT035,1722.6194143160633
FDI04,OUT017,3251.269147673351
DRK23,OUT035,4520.359982397305
FDB53,OUT019,280.70505572731645
FDY02,OUT049,3894.356118849694
FDM60,OUT035,641.8479920840393
NCJ31,OUT010,671.2437606988822
DRP35,OUT017,1977.5727436275354
NCQ30,OUT018,1698.4717941152385
DRL11,OUT010,370.70448484915636
FDU01,OUT013,3141.6453821821106
FDR39,OUT035,3201.812938661146
FDO08,OUT046,2437.7885237539163
FDC02,OUT045,4462.98634027229
NCZ29,OUT035,1992.7843198870644
FDF29,OUT010,269.09356335637926
FDZ23,OUT017,3169.3754836173175
NCU53,OUT018,2357.68690049857
NCW30,OUT013,4348.144520042869
NCM26,OUT027,4706.229067106094
FDV50,OUT027,3023.8773138433635
FDW15,OUT049,2544.659435325881
FDI35,OUT027,5662.589491807174
FDO11,OUT017,4283.881332328566
FDN48,OUT046,1514.9320719454352
NCA17,OUT049,2391.3474880239505
NCN54,OUT013,1067.3051252563039
FDP22,OUT013,709.2017929991367
NCB54,OUT035,1959.2238381922175
FDD08,OUT045,600.1539451430855
DRM48,OUT010,109.57890352228085
FDG41,OUT027,3158.292323408088
FDE44,OUT027,1625.9841683521317
FDE26,OUT035,2562.723436243826
NCS38,OUT013,2165.6153927769224
NCJ54,OUT018,3088.985838111269
FDI40,OUT019,267.0931215749393
FDN45,OUT018,3958.2160379438164
FDU43,OUT046,4002.9525073489685
FDI04,OUT010,475.44824107983726
NCC07,OUT018,1397.0219954536099
NCC07,OUT019,239.73106407379714
NCD18,OUT045,3849.0806758382705
FDU55,OUT035,4349.671794482617
FDX59,OUT035,584.1483770259921
FDR52,OUT049,3272.4170390850327
NCP17,OUT013,807.4384752956141
FDQ32,OUT045,1926.3359821866454
NCT17,OUT049,3314.1597872104053
FDO10,OUT049,928.0395348239978
FDE32,OUT049,587.7576677156017
FDN44,OUT045,2753.8426920008374
FDH02,OUT035,1316.239706499969
FDK60,OUT013,1602.0533393763494
FDS24,OUT019,244.15323499611645
FDL03,OUT010,568.7597083515404
FDB46,OUT027,5501.194543578406
FDO48,OUT049,3856.819312852645
FDZ39,OUT049,1660.95788593276
FDT02,OUT027,898.1396485731256
FDC50,OUT013,1541.644645782133
FDP39,OUT035,750.853239576069
DRG15,OUT018,958.1621278053611
FDP10,OUT018,1395.8493142128843
FDF53,OUT027,5270.023916532426
FDN34,OUT045,2834.1062300067497
FDK02,OUT045,1936.7036688925748
FDC23,OUT045,2818.424405354824
FDJ10,OUT019,315.23555200759336
FDE53,OUT035,1680.2793236924374
FDR25,OUT035,4535.446649860428
FDW50,OUT046,2633.8643955041007
FDS09,OUT049,780.7438291920632
FDW49,OUT010,474.8577721789595
FDU51,OUT046,2846.5251110113923
FDF28,OUT018,1834.243856877393
NCY30,OUT018,2809.08903695473
FDD44,OUT045,4232.512461945518
FDX09,OUT017,2825.188096427313
NCF30,OUT013,2088.6146696010815
FDZ50,OUT019,462.31111983517155
FDW37,OUT013,1352.556245920276
FDD11,OUT049,4022.3415324902035
DRH39,OUT018,1108.2090046633352
FDA36,OUT049,3017.2760254875984
NCG43,OUT049,1464.1497857883123
FDF02,OUT035,1695.03160434356
FDP57,OUT027,2586.6590676185187
NCE42,OUT017,3631.5759310902677
NCR38,OUT027,6307.426699849919
FDP03,OUT019,288.74153721395464
FDO51,OUT035,677.4040293195833
NCQ42,OUT046,2080.3424718634033
NCM41,OUT046,1386.526847918617
FDH48,OUT027,2245.6621153020683
DRF60,OUT046,3959.557083660745
FDJ27,OUT035,1638.6331218883993
FDQ14,OUT013,2317.2057455954555
FDN27,OUT017,1921.338441688513
NCQ02,OUT046,3032.520309569417
FDJ33,OUT049,2038.606020344176
FDP07,OUT027,5435.568008205309
DRE01,OUT049,3967.075801244144
FDU36,OUT045,1443.0178090833358
FDL28,OUT017,3979.5126224417913
NCX53,OUT046,2517.0058492946605
FDZ39,OUT013,1635.013987505448
NCP42,OUT013,2993.156107930703
FDJ14,OUT035,1327.4589317163648
FDK04,OUT049,830.1588722720352
NCC19,OUT017,3137.273373984123
FDS09,OUT018,733.0425100634576
FDZ02,OUT046,1611.7031799578433
FDD35,OUT018,1800.0910468733057
NCY42,OUT017,2540.3706423192493
FDB05,OUT045,3906.5146838072524
FDF20,OUT035,3188.939329827688
NCO41,OUT018,1382.4555260685754
FDC40,OUT027,2078.303367857961
FDV58,OUT045,2799.643740287089
FDZ57,OUT045,1936.968984584796
DRM35,OUT046,2918.212057254199
DRN36,OUT018,1395.4164094354423
FDQ13,OUT046,1290.5068541761607
DRO35,OUT010,271.65833775940473
NCD43,OUT035,1690.1932971297897
FDA51,OUT018,1798.0094626323944
NCX17,OUT027,7706.5673903991665
NCZ17,OUT049,683.4809089921413
FDR11,OUT027,4222.490047538715
FDW34,OUT049,4051.379686036468
FDN50,OUT017,1462.727845946456
FDS09,OUT046,758.9761080782639
FDS48,OUT018,2292.8638878417864
FDL44,OUT049,2625.7575454618886
DRF48,OUT018,2917.0675725106685
FDA14,OUT018,2049.2551260624637
NCD30,OUT049,1565.2780901275523
FDI16,OUT017,824.7954857857876
NCG06,OUT035,4090.893804557528
DRZ24,OUT035,2014.93096227346
NCS17,OUT045,1538.7759360112248
FDB37,OUT045,4011.7941732764393
FDE10,OUT035,2011.4061377540181
FDC57,OUT045,3016.168633000743
FDM12,OUT018,2917.0035160233147
FDE24,OUT049,2147.514402834512
FDW22,OUT045,3700.697296961412
DRD01,OUT027,1772.8063893226501
NCZ18,OUT027,6372.8552782849165
FDN49,OUT045,639.9123488614931
FDR22,OUT035,2368.090134902786
FDV08,OUT019,83.6086310798038
FDY39,OUT046,3437.8174865592177
FDV36,OUT049,2391.185883592408
FDO60,OUT045,729.7110922320151
FDU04,OUT027,3434.405009046798
FDR20,OUT027,1492.1353977139781
FDW19,OUT019,275.05744770204745
FDU40,OUT049,2641.106685985042
FDK15,OUT045,1535.3880935933516
DRF15,OUT035,2534.422975766963
FDQ25,OUT017,2923.116180577698
FDI48,OUT019,128.64660597082303
FDS49,OUT046,1450.9093709510976
FDV22,OUT046,2779.9188971290796
NCV42,OUT046,1776.478591522584
FDX26,OUT046,3175.5775683173483
FDI33,OUT018,1317.0935653712727
FDZ14,OUT049,2035.9082982271195
FDG10,OUT013,723.8838660986643
FDM38,OUT018,756.4518197741918
FDG26,OUT027,6699.828156650992
FDH46,OUT035,1749.7632333565566
FDN13,OUT018,1299.4238007949402
FDU57,OUT035,2399.2271849764925
NCI06,OUT046,3028.822022556713
FDM38,OUT045,901.5944446478175
NCG42,OUT010,283.05112737764483
FDL39,OUT045,2907.1256842238204
FDT31,OUT019,503.4468514501169
FDV59,OUT013,3567.0686701292884
FDB49,OUT035,1759.539302259775
FDD58,OUT049,1672.51498721956
DRN59,OUT046,780.8922822417449
FDX48,OUT049,2573.121177877363
FDQ11,OUT049,4261.401129017176
FDY12,OUT049,896.7255700622987
FDQ11,OUT045,4263.002433938758
DRI11,OUT017,1915.6554063599551
FDY32,OUT027,3715.9263644822354
FDS51,OUT045,923.5336196271936
FDR19,OUT010,354.1426065526435
DRB13,OUT018,2903.8701510483907
FDS21,OUT035,1022.5122754317472
FDQ40,OUT045,2781.616718789596
NCE55,OUT013,2720.320370824848
FDX43,OUT027,4128.282112733062
FDS12,OUT049,2281.382778511379
DRK01,OUT027,2412.5415030296176
FDN25,OUT017,801.6383857311868
FDB60,OUT046,3206.632679514283
FDQ13,OUT017,1355.3272691049294
DRK13,OUT045,3066.3242542588127
DRF25,OUT018,443.47866555851994
NCD42,OUT019,91.65331842229209
FDW25,OUT045,1492.7330449908
NCV29,OUT027,5199.610040484834
NCK42,OUT035,3352.6362388582784
DRJ13,OUT027,4192.85314426393
DRD15,OUT017,3917.804611162296
FDM27,OUT045,2682.490722593897
FDZ50,OUT018,3037.6479855069438
FDC04,OUT046,3910.261119729686
FDF50,OUT049,3230.3539009972183
FDP15,OUT045,4193.965678261966
FDK46,OUT035,4398.666994733898
FDZ56,OUT018,2595.750499721433
FDY60,OUT049,2279.4530098688724
FDB10,OUT035,3973.5602634515226
FDR57,OUT045,2334.194998757788
FDU58,OUT049,3352.9052299239333
FDH02,OUT046,1286.901188575712
FDP48,OUT013,3306.2667202953353
FDI46,OUT035,4445.26008630287
FDW56,OUT013,3203.8781789952477
NCM19,OUT010,255.05785118753425
FDS50,OUT027,5440.60825645217
FDK24,OUT013,662.9042330774735
FDO36,OUT017,3149.295415443654
FDK45,OUT027,2779.673133997815
NCL05,OUT045,652.0173414436524
FDL32,OUT018,1719.8121655324928
FDA28,OUT049,2099.212340895388
FDY36,OUT018,1093.95027788822
FDP32,OUT018,1837.1266669166994
FDL50,OUT046,2040.0265952905652
DRC24,OUT049,2501.2426619795633
NCS18,OUT017,1746.3765726757047
FDD16,OUT017,1317.4287185897144
NCV18,OUT013,1681.0892121880183
FDX07,OUT046,3157.354633202464
NCZ05,OUT027,2532.4591706919837
NCI31,OUT013,625.4088802622672
FDK14,OUT049,1325.4909461436766
NCR06,OUT045,701.5620056185819
NCF54,OUT049,2870.538763265568
DRG23,OUT010,398.2140245881798
FDD53,OUT046,628.3455441383915
NCM31,OUT027,3244.729318444035
FDT16,OUT017,4395.148735447863
FDR40,OUT035,1256.5962272737836
DRG25,OUT017,3363.02344941879
FDT10,OUT035,1080.7263385526871
FDY32,OUT013,2511.509240382979
FDN50,OUT035,1432.5542344291077
FDZ35,OUT019,239.7087467862203
NCP54,OUT045,1984.73850304171
NCD07,OUT035,1602.469797539245
FDS02,OUT018,3124.2280459375734
DRN59,OUT018,668.2378966836617
DRB24,OUT013,2367.2624030134957
FDP37,OUT027,3311.2177128143144
DRB01,OUT018,3075.4387490125932
FDR47,OUT046,3057.1775750495713
NCM31,OUT010,315.7517107022976
NCF06,OUT027,6042.594735444264
NCV17,OUT027,3195.3607306905606
FDS10,OUT049,2861.5929632823495
FDN52,OUT035,1321.3235212509078
FDZ48,OUT013,1879.4548307827122
FDJ48,OUT049,4174.085855229758
DRB13,OUT027,3772.2581225882177
FDV59,OUT017,3773.7979251251145
FDL32,OUT035,1789.380800379971
FDZ12,OUT035,2143.228535277824
NCR06,OUT027,946.7912718338677
FDP51,OUT017,2052.3116078273824
FDY22,OUT013,2136.670646088435
FDZ38,OUT049,3241.000450267925
NCO54,OUT035,975.8151304151928
FDR23,OUT035,2827.5386711626998
FDM38,OUT049,907.7694682755713
FDS25,OUT013,1874.377408381743
FDZ22,OUT013,1276.7571692533297
FDZ20,OUT019,603.3757009911708
FDD45,OUT010,178.98337691071114
FDN03,OUT049,4219.211346643036
NCW30,OUT046,3972.015985435161
FDY24,OUT027,1967.8070558121167
FDJ26,OUT019,580.2691985327629
FDM15,OUT049,2385.738084348209
